time,conjugations
53.80,1247
53.90,1276
54.00,1223
54.10,1245
54.20,1172
54.30,1231
54.40,1202
54.50,1188
54.60,1221
54.70,1187
54.80,1230
54.90,1253
55.00,1179
55.10,1212
55.20,1225
55.30,1250
55.40,1242
55.50,1235
55.60,1251
55.70,1245
55.80,1222
55.90,1209
56.00,1181
56.10,1184
56.20,1230
56.30,1218
56.40,1205
56.50,1227
56.60,1220
56.70,1213
56.80,1237
56.90,1228
57.00,1198
57.10,1120
57.20,1176
57.30,1198
57.40,1271
57.50,1253
57.60,1250
57.70,1216
57.80,1274
57.90,1282
58.00,1219
58.10,1236
58.20,1294
58.30,1297
58.40,1273
58.50,1242
58.60,1290
58.70,1265
58.80,1333
58.90,1266
59.00,1253
59.10,1262
59.20,1243
59.30,1255
59.40,1234
59.50,1251
59.60,1272
59.70,1213
59.80,1224
59.90,1290
60.00,1290
